inventoryRecordId,documentId,documentIdStatus,title,filenameStem,version,lifecycleStatus,controlStatus,category,package,legacySourceArchive,legacySourceMember,legacyPublisher,adaptationMethod,sourceTextCopied,qrRequired,qrTargetStatus,schemaVersion
legacy-tbt-123,,MANAGEMENT_REVIEW,Lift Properly,tbt-source-123-lift-properly-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/123-Lift Properly.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-124,,MANAGEMENT_REVIEW,Material Handling I,tbt-source-124-material-handling-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/124-Material Handling I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-125,,MANAGEMENT_REVIEW,Material Handling II,tbt-source-125-material-handling-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/125-Material Handling II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-126,,MANAGEMENT_REVIEW,Handling Materials,tbt-source-126-handling-materials-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/126-Handling Materials.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-127,,MANAGEMENT_REVIEW,"Store It, Stack It & Secure It",tbt-source-127-store-it-stack-it-and-secure-it-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,"Reagan/English Safety Meetings Outlines/127-Store It, Stack It & Secure It.pdf","Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-128,,MANAGEMENT_REVIEW,Storage Of Flammables,tbt-source-128-storage-of-flammables-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/128-Storage Of Flamibles.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-129,,MANAGEMENT_REVIEW,Think Before You Lift,tbt-source-129-think-before-you-lift-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/129-Think Before You Lift.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-130,,MANAGEMENT_REVIEW,Preventing Back Injuries,tbt-source-130-preventing-back-injuries-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/130-Preventing Back Injuries.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-131,,MANAGEMENT_REVIEW,Personal Protective Equipment,tbt-source-131-personal-protective-equipment-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Equipment and Mobile Operations,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/131-Personal Protective Equipment.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-132,,MANAGEMENT_REVIEW,Hard Hats I,tbt-source-132-hard-hats-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/132-Hard Hats I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-133,,MANAGEMENT_REVIEW,Hard Hats II,tbt-source-133-hard-hats-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/133-Hard Hats II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-134,,MANAGEMENT_REVIEW,Eye Protection,tbt-source-134-eye-protection-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/134-Eye Protection.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-135,,MANAGEMENT_REVIEW,Safety As Far As The Eye Can See,tbt-source-135-safety-as-far-as-the-eye-can-see-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/135-Safety As Far As The Eye Can See.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-136,,MANAGEMENT_REVIEW,Noise & Your Hearing,tbt-source-136-noise-and-your-hearing-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/136-Noise & Your Hearing.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-137,,MANAGEMENT_REVIEW,Now Hear This,tbt-source-137-now-hear-this-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/137-Now Hear This.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-138,,MANAGEMENT_REVIEW,Breathing Easy,tbt-source-138-breathing-easy-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/138-Breathing Easy.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-139,,MANAGEMENT_REVIEW,Hand Injuries,tbt-source-139-hand-injuries-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/139-Hand Injuries.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-140,,MANAGEMENT_REVIEW,Preventing Hand Injuries,tbt-source-140-preventing-hand-injuries-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/140-Preventing Hand Injuries.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-141,,MANAGEMENT_REVIEW,Foot Protection,tbt-source-141-foot-protection-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/141-Foot Protection.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
